name,lon,lat,building_height_m,required_height_m,spare_m,distance_km
,79.89124,7.09435,6.4,1.8,4.6,74.2
,79.98338,7.03518,6.4,1.8,4.6,62.3
,79.98339,7.03534,6.4,1.8,4.6,62.3
,79.99743,7.03256,6.4,1.8,4.6,60.7
,79.99869,7.03294,6.4,1.8,4.6,60.6
,80.00459,7.03694,6.4,1.8,4.6,60.2
,79.89148,7.10333,6.4,1.8,4.6,74.6
,79.94106,7.0711,6.4,1.8,4.6,68.2
,79.97396,7.04685,6.4,1.8,4.6,63.7
,80.00926,7.09614,6.4,1.8,4.6,62.8
,79.98098,7.08331,6.4,1.8,4.6,64.8
,80.00154,7.09718,6.4,1.8,4.6,63.6
,80.00208,7.09143,6.4,1.8,4.6,63.2
,80.01585,7.09136,6.4,1.8,4.6,61.9
,80.00479,7.08748,6.4,1.8,4.6,62.7
,80.00461,7.08739,6.4,1.8,4.6,62.7
,80.01157,7.0791,6.4,1.8,4.6,61.6
,80.00349,7.06754,6.4,1.8,4.6,61.8
,80.00481,7.05989,6.4,1.8,4.6,61.3
,80.01336,7.06505,6.4,1.8,4.6,60.7
,80.00433,7.06898,6.4,1.8,4.6,61.8
,79.9406,7.0705,6.4,1.8,4.6,68.2
,79.92767,7.06327,6.4,1.8,4.6,69.1
,80.01754,7.097,6.4,1.8,4.6,62.0
,79.94326,7.0642,6.4,1.8,4.6,67.6
,80.02792,7.08611,6.4,1.8,4.6,60.4
,79.9169,7.10177,6.4,1.8,4.6,72.0
,79.89349,7.06381,6.4,1.8,4.6,72.6
,80.02907,7.08193,6.4,1.8,4.6,60.1
,80.01085,7.09173,6.4,1.8,4.6,62.4
,79.89133,7.10349,6.4,1.8,4.6,74.7
,79.95965,6.89828,6.4,1.8,4.6,60.5
,79.88682,7.11383,6.4,1.8,4.6,75.6
'Mizzen' Cadet Hostel,79.96111,6.9156,6.4,1.8,4.6,60.6
,79.89337,7.13181,6.4,1.8,4.6,75.9
,79.91545,6.9753,6.4,1.8,4.6,67.1
111/A/19,80.59545,7.23964,9.6,5.0,4.6,48.7
,79.92675,6.89325,9.6,5.0,4.6,64.0
,79.92684,6.89326,9.6,5.0,4.6,64.0
,80.36908,6.66435,6.4,1.8,4.6,21.6
,80.07911,6.66224,6.4,1.8,4.6,49.2
Nandasiri Stores,79.96265,6.57787,6.4,1.8,4.6,64.6
,79.92948,6.89325,6.4,1.8,4.6,63.7
,79.96023,7.05598,6.4,1.9,4.5,65.5
,79.95759,7.0613,6.4,1.9,4.5,66.0
,79.95945,7.05559,6.4,1.9,4.5,65.6
,79.98568,7.09168,6.4,1.9,4.5,64.8
,79.98681,7.08246,6.4,1.9,4.5,64.2
,79.96568,7.09438,6.4,1.9,4.5,66.9
,79.97608,7.09355,6.4,1.9,4.5,65.8
,79.96527,7.0762,6.4,1.9,4.5,66.0
,79.96607,7.07383,6.4,1.9,4.5,65.8
,79.94869,7.08374,6.4,1.9,4.5,68.0
,80.01469,7.09948,6.4,1.9,4.5,62.4
,79.93362,7.10233,6.4,1.9,4.5,70.4
,79.95564,7.08149,6.4,1.9,4.5,67.2
,80.01108,7.0914,6.4,1.9,4.5,62.3
,80.00898,7.09188,6.4,1.9,4.5,62.6
,79.9888,7.05023,6.4,1.9,4.5,62.4
,80.0199,7.11098,6.4,1.9,4.5,62.6
,80.04033,7.09527,6.4,1.9,4.5,59.8
,80.04068,7.09505,6.4,1.9,4.5,59.7
,80.02082,7.0526,6.4,1.9,4.5,59.3
,79.94106,7.10311,6.4,1.9,4.5,69.7
,79.94109,7.10336,6.4,1.9,4.5,69.7
,80.01324,7.08914,6.4,1.9,4.5,62.0
,80.00287,7.08688,6.4,1.9,4.5,62.9
,80.00047,7.08715,6.4,1.9,4.5,63.1
,80.00129,7.09256,6.4,1.9,4.5,63.3
,79.98621,7.0922,6.4,1.9,4.5,64.8
,80.02014,7.09309,6.4,1.9,4.5,61.6
,80.00784,7.08133,6.4,1.9,4.5,62.1
,80.01364,7.09257,6.4,1.9,4.5,62.1
,80.0117,7.07973,6.4,1.9,4.5,61.6
,80.0179,7.07504,6.4,1.9,4.5,60.8
,80.01872,7.06649,6.4,1.9,4.5,60.2
,80.03373,7.09017,6.4,1.9,4.5,60.1
,80.03369,7.09001,6.4,1.9,4.5,60.1
,80.03093,7.09216,6.4,1.9,4.5,60.5
,80.03569,7.08666,6.4,1.9,4.5,59.7
,80.02915,7.08757,6.4,1.9,4.5,60.4
,80.01682,7.08923,6.4,1.9,4.5,61.7
,80.01422,7.08641,6.4,1.9,4.5,61.7
,79.99147,7.05056,6.4,1.9,4.5,62.1
,80.02499,7.08776,6.4,1.9,4.5,60.8
,80.0223,7.07364,6.4,1.9,4.5,60.3
,80.0209,7.08405,6.4,1.9,4.5,61.0
,80.01444,7.08256,6.4,1.9,4.5,61.5
,80.021,7.06392,6.4,1.9,4.5,59.9
,79.88963,7.10677,6.4,1.9,4.5,75.0
,80.02243,7.07307,6.4,1.9,4.5,60.2
,80.02247,7.07345,6.4,1.9,4.5,60.3
,80.02193,7.07917,6.4,1.9,4.5,60.6
,80.04943,7.09356,6.4,1.9,4.5,58.8
,79.88958,7.10383,6.4,1.9,4.5,74.8
,79.93468,7.09021,6.4,1.9,4.5,69.7
,79.96286,7.04439,6.4,1.9,4.5,64.7
,79.98696,7.03782,6.4,1.9,4.5,62.0
,79.98929,7.03675,6.4,1.9,4.5,61.7
,79.98678,7.03962,6.4,1.9,4.5,62.1
,79.98849,7.03666,6.4,1.9,4.5,61.8
,80.00146,7.03312,6.4,1.9,4.5,60.3
,79.99725,7.03345,6.4,1.9,4.5,60.8
,79.99724,7.03328,6.4,1.9,4.5,60.8
,79.99741,7.08609,9.6,5.1,4.5,63.4
,79.88605,7.0723,6.4,1.9,4.5,73.8
,79.98613,7.09236,6.4,1.9,4.5,64.8
,79.96106,7.07755,6.4,1.9,4.5,66.5
,79.98441,7.03855,6.4,1.9,4.5,62.3
,79.99153,7.09447,6.4,1.9,4.5,64.4
,80.00897,7.0901,6.4,1.9,4.5,62.5
,80.01479,7.09638,6.4,1.9,4.5,62.2
,80.01765,7.09804,6.4,1.9,4.5,62.1
,79.98679,7.08235,6.4,1.9,4.5,64.2
,79.98533,7.07781,6.4,1.9,4.5,64.1
,80.01385,7.05541,6.4,1.9,4.5,60.2
,79.99149,7.08984,6.4,1.9,4.5,64.1
,80.02042,7.09312,6.4,1.9,4.5,61.5
,80.00791,7.08594,6.4,1.9,4.5,62.3
,80.00115,7.08289,6.4,1.9,4.5,62.8
,80.04466,7.11106,6.4,1.9,4.5,60.3
,80.04621,7.10834,6.4,1.9,4.5,60.0
,79.94603,7.06744,6.4,1.9,4.5,67.5
,79.97448,7.02829,6.4,1.9,4.5,62.9
Samurdi bank,79.93945,7.1013,6.4,1.9,4.5,69.8
,79.95086,7.08011,6.4,1.9,4.5,67.6
,79.94273,7.10286,6.4,1.9,4.5,69.6
,80.0182,7.09806,6.4,1.9,4.5,62.0
,79.99706,7.03342,6.4,1.9,4.5,60.8
,80.03733,7.07837,6.4,1.9,4.5,59.1
,80.02398,7.07035,6.4,1.9,4.5,59.9
,79.9855,7.07787,6.4,1.9,4.5,64.1
,79.89109,7.09796,6.4,1.9,4.5,74.4
,79.90597,7.12003,6.4,1.9,4.5,74.0
,79.89173,7.09821,6.4,1.9,4.5,74.4
,79.88811,7.08026,9.6,5.1,4.5,73.9
,79.99558,7.08447,6.4,1.9,4.5,63.4
,79.91007,7.07776,6.4,1.9,4.5,71.6
,79.89256,7.06141,6.4,1.9,4.5,72.6
,79.89374,7.06266,6.4,1.9,4.5,72.6
,79.89718,7.06275,6.4,1.9,4.5,72.2
,79.89769,7.05792,6.4,1.9,4.5,72.0
,79.89776,7.05795,6.4,1.9,4.5,71.9
,79.96286,7.06298,6.4,1.9,4.5,65.6
,80.00805,7.08592,6.4,1.9,4.5,62.3
,79.91696,7.11877,6.4,1.9,4.5,72.9
,79.91334,7.12592,6.4,1.9,4.5,73.6
,80.00705,7.08569,6.4,1.9,4.5,62.4
,79.94752,7.06055,6.4,1.9,4.5,67.0
,79.89051,7.14112,6.4,1.9,4.5,76.6
,79.89388,7.06949,6.4,1.9,4.5,72.8
Farnaz Villa,79.86496,6.85313,6.4,1.9,4.5,70.3
Dept.o Fine Arts,80.60082,7.25744,6.4,1.9,4.5,50.8
,80.37258,6.65812,6.4,1.9,4.5,21.8
national telecommunication museum,80.09329,6.8533,6.4,1.9,4.5,45.2
Dutch Warehouse (National Maritime Museum),80.21844,6.02815,6.4,2.0,4.4,91.8
,79.95999,7.05443,6.4,2.0,4.4,65.5
,79.97908,7.08799,6.4,2.0,4.4,65.2
,79.95575,7.06603,6.4,2.0,4.4,66.4
,79.96441,7.0644,6.4,2.0,4.4,65.5
,79.97971,7.07627,6.4,2.0,4.4,64.6
,79.96885,7.07718,6.4,2.0,4.4,65.7
Sewa Piyasa,79.9346,7.10507,6.4,2.0,4.4,70.5
Shopping Complex,79.9925,7.09185,6.4,2.0,4.4,64.1
,80.01096,7.09503,6.4,2.0,4.4,62.5
,79.94653,7.08267,9.6,5.2,4.4,68.2
,80.00979,7.09023,6.4,2.0,4.4,62.4
,80.0375,7.09664,6.4,2.0,4.4,60.1
,80.03055,7.10977,6.4,2.0,4.4,61.5
,79.93624,7.10686,6.4,2.0,4.4,70.4
,79.93903,7.10446,6.4,2.0,4.4,70.0
,80.041,7.11489,6.4,2.0,4.4,60.9
,80.00289,7.08817,6.4,2.0,4.4,62.9
,79.99432,7.07535,6.4,2.0,4.4,63.1
,79.923,7.06944,6.4,2.0,4.4,69.9
,79.98728,7.07719,6.4,2.0,4.4,63.9
,80.00037,7.09068,6.4,2.0,4.4,63.3
,79.99972,7.09084,6.4,2.0,4.4,63.4
,80.02324,7.09206,6.4,2.0,4.4,61.2
,80.0203,7.09112,6.4,2.0,4.4,61.4
,80.01654,7.09315,6.4,2.0,4.4,61.9
,80.01722,7.07445,6.4,2.0,4.4,60.8
,79.88732,7.0728,6.4,2.0,4.4,73.6
,80.03237,7.08986,6.4,2.0,4.4,60.2
,80.02777,7.08957,6.4,2.0,4.4,60.6
,80.01387,7.08588,6.4,2.0,4.4,61.8
,80.01402,7.08587,6.4,2.0,4.4,61.7
,79.93097,7.08279,6.4,2.0,4.4,69.7
,79.93105,7.08301,6.4,2.0,4.4,69.7
,80.02686,7.08802,6.4,2.0,4.4,60.6
,80.03874,7.07694,6.4,2.0,4.4,58.9
,79.93119,7.08279,6.4,2.0,4.4,69.7
,79.93591,7.08814,6.4,2.0,4.4,69.5
,79.9253,7.08847,6.4,2.0,4.4,70.5
,80.02342,7.07119,6.4,2.0,4.4,60.0
,79.99983,7.05126,6.4,2.0,4.4,61.3
,79.91399,7.07236,6.4,2.0,4.4,70.9
,80.00887,7.04172,6.4,2.0,4.4,60.0
,79.90755,7.07265,6.4,2.0,4.4,71.6
,79.9626,7.03674,6.4,2.0,4.4,64.4
,79.98709,7.03661,6.4,2.0,4.4,61.9
,79.98724,7.03665,6.4,2.0,4.4,61.9
,79.9882,7.0368,6.4,2.0,4.4,61.8
,79.95597,7.06616,6.4,2.0,4.4,66.4
,80.01502,7.08986,6.4,2.0,4.4,61.9
,79.96788,7.07435,6.4,2.0,4.4,65.6
,79.90747,7.07252,6.4,2.0,4.4,71.6
,79.99297,7.08611,6.4,2.0,4.4,63.8
,80.0342,7.07992,6.4,2.0,4.4,59.5
,80.04059,7.09537,6.4,2.0,4.4,59.8
,80.013,7.09742,6.4,2.0,4.4,62.5
,79.9911,7.08813,6.4,2.0,4.4,64.1
,80.00447,7.08791,6.4,2.0,4.4,62.8
,79.99136,7.08999,6.4,2.0,4.4,64.1
,80.01423,7.09123,6.4,2.0,4.4,62.0
,79.9965,7.08975,6.4,2.0,4.4,63.6
,79.98719,7.07724,6.4,2.0,4.4,63.9
,80.05337,7.11312,6.4,2.0,4.4,59.6
,80.00719,7.08928,6.4,2.0,4.4,62.6
,80.00726,7.08935,6.4,2.0,4.4,62.6
,79.98097,7.05134,6.4,2.0,4.4,63.2
,79.99832,7.07002,6.4,2.0,4.4,62.4
,80.04777,7.10364,6.4,2.0,4.4,59.6
BOC,79.96127,7.06734,6.4,2.0,4.4,66.0
,79.94775,7.08339,6.4,2.0,4.4,68.1
,79.89873,7.0865,6.4,2.0,4.4,73.1
,80.01977,7.09016,6.4,2.0,4.4,61.4
,79.99649,7.03691,6.4,2.0,4.4,61.0
Litro Gas Deler,79.88905,7.08264,9.6,5.2,4.4,73.9
,79.89092,7.09095,6.4,2.0,4.4,74.1
,79.89091,7.09103,6.4,2.0,4.4,74.1
,79.89129,7.09343,6.4,2.0,4.4,74.2
,79.99304,7.08604,6.4,2.0,4.4,63.8
,79.99308,7.08612,6.4,2.0,4.4,63.8
,79.99314,7.08601,6.4,2.0,4.4,63.8
,79.89128,7.09061,6.4,2.0,4.4,74.0
,79.88721,7.0807,6.4,2.0,4.4,74.0
,79.89872,7.08632,6.4,2.0,4.4,73.1
,79.8939,7.06124,6.4,2.0,4.4,72.5
,79.89706,7.0856,6.4,2.0,4.4,73.2
,79.89327,7.08321,6.4,2.0,4.4,73.5
,79.89751,7.05793,6.4,2.0,4.4,72.0
,79.89616,7.05826,6.4,2.0,4.4,72.1
,80.00453,7.08779,6.4,2.0,4.4,62.8
,80.00429,7.08794,6.4,2.0,4.4,62.8
,79.91859,7.07063,6.4,2.0,4.4,70.4
,79.91284,7.15417,6.4,2.0,4.4,75.2
Sanasa Wijayakatupotha,79.85659,7.72776,7.0,2.6,4.4,123.9
,80.36889,6.6645,6.4,2.0,4.4,21.6
,80.36024,6.68667,6.4,2.0,4.4,20.5
Fareesha Aurvedic,80.4793,8.03486,9.6,5.2,4.4,135.5
Laksiri Fashions,80.06298,6.7156,16.0,11.6,4.4,49.4
,80.06314,6.71554,16.0,11.6,4.4,49.3
,79.96113,7.06716,6.4,2.1,4.3,66.0
,79.96113,7.06789,9.6,5.3,4.3,66.0
Brandix Lingerie Solutions Center,80.00553,6.96494,6.4,2.1,4.3,57.2
,80.00918,7.06611,6.4,2.1,4.3,61.2
Wee gabadawa,80.27307,7.82144,10.0,5.7,4.3,114.7
,79.96502,7.07261,6.4,2.1,4.3,65.8
,80.05463,7.11456,6.4,2.1,4.3,59.6
,79.97153,7.04707,6.4,2.1,4.3,64.0
,79.95889,7.06574,6.4,2.1,4.3,66.1
,79.96558,7.07062,6.4,2.1,4.3,65.7
,79.96506,7.07274,6.4,2.1,4.3,65.8
,79.97233,7.07029,6.4,2.1,4.3,65.0
Sandamal Tyre House,79.97689,7.09419,6.4,2.1,4.3,65.8
,80.00309,7.09297,6.4,2.1,4.3,63.2
,80.00542,7.09019,6.4,2.1,4.3,62.8
,80.0118,7.07323,6.4,2.1,4.3,61.3
,80.01153,7.05759,6.4,2.1,4.3,60.5
,80.01423,7.09665,6.4,2.1,4.3,62.3
,79.93477,7.10282,6.4,2.1,4.3,70.3
,79.93495,7.10284,6.4,2.1,4.3,70.3
,80.03551,7.08286,6.4,2.1,4.3,59.5
,79.95445,7.07924,6.4,2.1,4.3,67.2
,80.03061,7.08298,6.4,2.1,4.3,60.0
,79.99664,7.09039,6.4,2.1,4.3,63.7
,79.95242,7.07146,6.4,2.1,4.3,67.0
,79.92955,7.10135,6.4,2.1,4.3,70.8
,80.01741,7.0536,6.4,2.1,4.3,59.7
,79.94092,7.10131,6.4,2.1,4.3,69.6
,80.0029,7.08556,6.4,2.1,4.3,62.8
,79.94065,7.10074,6.4,2.1,4.3,69.6
,79.99827,7.0907,6.4,2.1,4.3,63.5
,79.99823,7.09055,6.4,2.1,4.3,63.5
,79.99576,7.07528,6.4,2.1,4.3,62.9
,79.98957,7.07489,6.4,2.1,4.3,63.5
,79.9821,7.07772,6.4,2.1,4.3,64.4
,79.97568,7.06799,6.4,2.1,4.3,64.6
,79.98464,7.07434,6.4,2.1,4.3,64.0
,80.00086,7.09057,6.4,2.1,4.3,63.3
,80.00205,7.09229,6.4,2.1,4.3,63.2
,80.02004,7.09017,6.4,2.1,4.3,61.4
,80.01173,7.0802,6.4,2.1,4.3,61.7
,80.01185,7.08,6.4,2.1,4.3,61.6
,80.04602,7.09259,6.4,2.1,4.3,59.1
,80.02818,7.08698,6.4,2.1,4.3,60.4
,80.02787,7.08513,6.4,2.1,4.3,60.4
,80.01799,7.08112,6.4,2.1,4.3,61.1
,79.93202,7.0888,6.4,2.1,4.3,69.9
,80.01645,7.06327,6.4,2.1,4.3,60.3
,79.98208,7.04732,6.4,2.1,4.3,62.9
,79.98345,7.04545,6.4,2.1,4.3,62.7
,79.98294,7.03645,6.4,2.1,4.3,62.4
,79.98308,7.03641,6.4,2.1,4.3,62.3
,79.97426,7.02709,6.4,2.1,4.3,62.8
,79.96496,7.04087,6.4,2.1,4.3,64.4
,79.89123,7.09236,6.4,2.1,4.3,74.1
,79.96777,7.03484,6.4,2.1,4.3,63.8
,79.98228,7.04733,6.4,2.1,4.3,62.9
,79.96059,7.05673,6.4,2.1,4.3,65.5
,79.99483,7.03246,6.4,2.1,4.3,61.0
,79.9272,7.06307,6.4,2.1,4.3,69.2
Sewara Resturant,80.02729,7.02784,6.4,2.1,4.3,57.5
,79.96233,7.06027,6.4,2.1,4.3,65.5
,79.90209,7.07228,6.4,2.1,4.3,72.1
,79.99095,7.08936,6.4,2.1,4.3,64.2
,80.01271,7.05771,6.4,2.1,4.3,60.4
,80.02412,7.08459,6.4,2.1,4.3,60.7
,80.00918,7.07308,6.4,2.1,4.3,61.5
,79.96778,7.03502,6.4,2.1,4.3,63.8
,79.96785,7.03498,6.4,2.1,4.3,63.8
,80.02144,7.10743,6.4,2.1,4.3,62.3
,80.01359,7.07791,6.4,2.1,4.3,61.4
,79.89673,7.07625,6.4,2.1,4.3,72.8
,80.05269,7.11907,6.4,2.1,4.3,60.1
,79.96094,7.0673,6.4,2.1,4.3,66.0
,79.96154,7.05844,6.4,2.1,4.3,65.5
,79.94195,7.08554,6.4,2.1,4.3,68.8
WP Beer Shop,79.94703,7.09981,6.4,2.1,4.3,69.0
,79.94297,7.1012,6.4,2.1,4.3,69.4
,79.96651,7.04803,6.4,2.1,4.3,64.5
,80.01794,7.08106,6.4,2.1,4.3,61.1
,80.05443,7.09248,6.4,2.1,4.3,58.3
,80.0284,7.08684,6.4,2.1,4.3,60.4
,80.04604,7.09267,6.4,2.1,4.3,59.1
,79.98806,7.05056,6.4,2.1,4.3,62.5
,80.00547,7.09098,6.4,2.1,4.3,62.8
,79.89587,7.07807,6.4,2.1,4.3,73.0
,79.89577,7.07793,6.4,2.1,4.3,73.0
,79.89589,7.07788,6.4,2.1,4.3,73.0
,79.90158,7.08264,6.4,2.1,4.3,72.6
,79.89906,7.08316,6.4,2.1,4.3,72.9
,79.91672,7.12523,6.4,2.1,4.3,73.2
,79.96093,7.06712,6.4,2.1,4.3,66.0
,79.96095,7.0672,6.4,2.1,4.3,66.0
,79.9117,7.13531,6.4,2.1,4.3,74.3
,79.93255,7.1155,6.4,2.1,4.3,71.2
Residential house,79.95909,7.37419,6.4,2.1,4.3,86.4
Residential house,79.94651,7.40719,6.4,2.1,4.3,90.0
,80.38998,6.63963,6.4,2.1,4.3,22.3
,80.07607,6.69339,6.4,2.1,4.3,48.5
,80.40596,8.32584,19.2,14.9,4.3,168.0
commercial building complex,80.06307,6.7166,9.0,4.7,4.3,49.3
,79.99146,7.08834,6.4,2.2,4.2,64.0
,79.94808,7.0611,6.4,2.2,4.2,67.0
,79.95775,7.05902,6.4,2.2,4.2,65.9
,79.98775,7.08101,6.4,2.2,4.2,64.0
,79.96484,7.07489,6.4,2.2,4.2,66.0
,80.03822,7.08035,6.4,2.2,4.2,59.1
,80.03805,7.08075,6.4,2.2,4.2,59.2
,80.01418,7.09646,6.4,2.2,4.2,62.3
,79.93515,7.10253,6.4,2.2,4.2,70.3
,79.99323,7.06405,6.4,2.2,4.2,62.6
,80.03255,7.07637,6.4,2.2,4.2,59.4
,80.00385,7.05213,6.4,2.2,4.2,61.0
,80.01688,7.05427,6.4,2.2,4.2,59.8
,79.9419,7.1015,6.4,2.2,4.2,69.6
,79.98875,7.07407,6.4,2.2,4.2,63.6
,79.99956,7.0865,6.4,2.2,4.2,63.2
,79.99855,7.08706,6.4,2.2,4.2,63.3
,79.99844,7.08714,6.4,2.2,4.2,63.3
,79.94991,7.09995,6.4,2.2,4.2,68.7
,80.0496,7.10837,6.4,2.2,4.2,59.7
,80.02793,7.09213,6.4,2.2,4.2,60.8
,79.9154,7.07415,6.4,2.2,4.2,70.9
,80.03554,7.08917,12.8,8.6,4.2,59.9
,80.02701,7.07745,6.4,2.2,4.2,60.0
,80.03043,7.08447,6.4,2.2,4.2,60.1
Tecnical Colleage - canteen,80.02595,7.08306,6.4,2.2,4.2,60.4
,80.05114,7.08995,6.4,2.2,4.2,58.4
,80.04963,7.09347,6.4,2.2,4.2,58.8
,79.98384,7.03664,6.4,2.2,4.2,62.3
,79.98403,7.03813,6.4,2.2,4.2,62.3
,79.91753,7.09043,6.4,2.2,4.2,71.4
,79.98654,7.04062,6.4,2.2,4.2,62.2
,79.97579,7.03342,6.4,2.2,4.2,62.9
,79.89525,7.06971,6.4,2.2,4.2,72.7
,79.94186,7.10134,6.4,2.2,4.2,69.6
,79.99701,7.0902,6.4,2.2,4.2,63.6
,79.91647,7.10061,6.4,2.2,4.2,72.0
,79.99468,7.03193,6.4,2.2,4.2,61.0
,79.94721,7.06395,6.4,2.2,4.2,67.2
,79.94059,7.06402,6.4,2.2,4.2,67.9
,79.93139,7.06887,6.4,2.2,4.2,69.0
,80.00342,7.09559,6.4,2.2,4.2,63.3
,80.01314,7.10099,6.4,2.2,4.2,62.7
,80.0027,7.08858,6.4,2.2,4.2,63.0
TMR Roofing,79.95449,7.09395,6.4,2.2,4.2,67.9
Sanasa,80.00468,7.06862,6.4,2.2,4.2,61.7
,80.01707,7.05436,6.4,2.2,4.2,59.8
,79.94758,7.09978,6.4,2.2,4.2,68.9
,79.92985,7.10462,6.4,2.2,4.2,70.9
,79.94979,7.09994,6.4,2.2,4.2,68.7
,80.01269,7.09246,6.4,2.2,4.2,62.2
,80.00277,7.09296,6.4,2.2,4.2,63.2
,79.98885,7.05034,6.4,2.2,4.2,62.4
,79.99395,7.09442,6.4,2.2,4.2,64.1
,79.97405,7.02808,6.4,2.2,4.2,62.9
,79.88739,7.08017,6.4,2.2,4.2,74.0
,79.8872,7.08084,6.4,2.2,4.2,74.0
,79.90407,7.08437,6.4,2.2,4.2,72.5
,79.91017,7.08457,6.4,2.2,4.2,71.9
,79.88702,7.08083,6.4,2.2,4.2,74.0
,79.88727,7.0801,6.4,2.2,4.2,74.0
,79.89703,7.05759,6.4,2.2,4.2,72.0
,79.91095,7.13131,6.4,2.2,4.2,74.1
,79.88714,7.12819,6.4,2.2,4.2,76.3
,80.01712,7.08431,6.4,2.2,4.2,61.4
Senior Prefect Guild Room,79.8758,6.92351,6.4,2.2,4.2,70.1
Nalanda College Stadium,79.87459,6.92363,6.4,2.2,4.2,70.2
,79.96272,7.06247,6.4,2.3,4.1,65.6
,79.96997,7.07967,6.4,2.3,4.1,65.7
,79.96376,7.065,6.4,2.3,4.1,65.6
,79.98565,7.08125,6.4,2.3,4.1,64.2
,79.97096,7.05696,6.4,2.3,4.1,64.5
,79.96161,7.06755,6.4,2.3,4.1,65.9
,79.95328,7.0946,6.4,2.3,4.1,68.1
,79.99321,7.06101,6.4,2.3,4.1,62.5
,79.96447,7.07493,6.4,2.3,4.1,66.0
,80.03775,7.08137,6.4,2.3,4.1,59.2
,80.03791,7.0816,6.4,2.3,4.1,59.2
,80.01883,7.09799,6.4,2.3,4.1,62.0
,79.99421,7.08531,6.4,2.3,4.1,63.6
,79.9329,7.10408,6.4,2.3,4.1,70.6
,80.00843,7.09075,6.4,2.3,4.1,62.5
,79.9442,7.0728,6.4,2.3,4.1,67.9
,80.03912,7.09673,6.4,2.3,4.1,60.0
,79.99373,7.09452,6.4,2.3,4.1,64.2
,79.93176,7.10748,6.4,2.3,4.1,70.9
,79.93729,7.10048,6.4,2.3,4.1,70.0
,80.0082,7.08622,6.4,2.3,4.1,62.3
,80.01033,7.0849,6.4,2.3,4.1,62.0
,80.00924,7.08758,6.4,2.3,4.1,62.3
,80.01463,7.06097,6.4,2.3,4.1,60.4
,80.00274,7.08613,6.4,2.3,4.1,62.8
,80.00469,7.08798,6.4,2.3,4.1,62.8
,79.99783,7.08519,6.4,2.3,4.1,63.3
,80.00097,7.08475,6.4,2.3,4.1,62.9
,80.00066,7.0906,6.4,2.3,4.1,63.3
,80.04676,7.10799,6.4,2.3,4.1,59.9
,80.01197,7.08082,6.4,2.3,4.1,61.7
,80.01337,7.08272,6.4,2.3,4.1,61.6
,80.01311,7.08186,6.4,2.3,4.1,61.6
Community hall,79.90051,7.15566,6.4,2.3,4.1,76.5
,79.91822,7.07165,6.4,2.3,4.1,70.5
,79.9818,7.04986,6.4,2.3,4.1,63.1
,80.03512,7.08675,6.4,2.3,4.1,59.8
,80.03226,7.08835,6.4,2.3,4.1,60.1
,80.0415,7.09322,6.4,2.3,4.1,59.5
,80.04157,7.09311,6.4,2.3,4.1,59.5
,80.02755,7.08532,6.4,2.3,4.1,60.4
,80.02688,7.08821,6.4,2.3,4.1,60.6
,80.02581,7.08423,6.4,2.3,4.1,60.5
,79.9342,7.09081,6.4,2.3,4.1,69.8
,79.96893,7.04224,6.4,2.3,4.1,64.0
,79.98734,7.04005,6.4,2.3,4.1,62.1
,79.89117,7.09454,6.4,2.3,4.1,74.2
,79.97895,7.06685,6.4,2.3,4.1,64.2
,80.02229,7.07264,6.4,2.3,4.1,60.2
,79.93021,7.0657,6.4,2.3,4.1,69.0
,80.03209,7.07691,6.4,2.3,4.1,59.5
,79.94319,7.08495,6.4,2.3,4.1,68.6
,80.01035,7.08502,6.4,2.3,4.1,62.0
,79.9741,7.07454,6.4,2.3,4.1,65.0
,79.89953,7.06022,6.4,2.3,4.1,71.9
,80.0066,7.08817,9.6,5.5,4.1,62.6
,80.04171,7.09917,6.4,2.3,4.1,59.9
,80.00676,7.06637,6.4,2.3,4.1,61.4
,79.97883,7.06682,6.4,2.3,4.1,64.2
,80.03494,7.07989,6.4,2.3,4.1,59.4
,80.0273,7.07254,6.4,2.3,4.1,59.7
,80.02389,7.07005,6.4,2.3,4.1,59.9
,79.88826,7.09505,6.4,2.3,4.1,74.6
,80.00289,7.08615,6.4,2.3,4.1,62.8
,79.90969,7.0782,6.4,2.3,4.1,71.6
,79.91656,7.10197,6.4,2.3,4.1,72.1
,79.89775,7.08356,6.4,2.3,4.1,73.1
,79.96255,7.05757,6.4,2.3,4.1,65.4
,80.00834,7.07839,6.4,2.3,4.1,61.9
,79.87869,7.12176,6.4,2.3,4.1,76.8
,79.91016,7.13078,6.4,2.3,4.1,74.2
President's House,79.8427,6.93611,6.4,2.3,4.1,73.9
Udumuduna Watta,80.57834,7.23905,6.4,2.3,4.1,48.3
Colombo Lighthouse,79.84079,6.9363,15.0,10.9,4.1,74.1
,79.90668,6.84989,6.4,2.3,4.1,65.7
,80.07672,6.6913,6.4,2.3,4.1,48.5
,80.36342,6.63509,6.4,2.3,4.1,24.5
Sri Thaksala Maha Vidyalaya,79.90379,6.75279,6.4,2.3,4.1,66.1
CR Export Pvt Ltd,80.00806,7.06522,6.4,2.4,4.0,61.2
,79.96271,7.06258,6.4,2.4,4.0,65.6
,79.97451,7.02697,6.4,2.4,4.0,62.8
,79.97,7.05888,6.4,2.4,4.0,64.7
,79.97957,7.07694,6.4,2.4,4.0,64.6
,79.99522,7.08397,6.4,2.4,4.0,63.5
,79.99506,7.08376,6.4,2.4,4.0,63.5
