name,place,lon,lat,distance_km,bearing_to_summit_deg,required_height_m,visibility,angular_height_deg,sunrise_align_1,sunrise_align_2
Meennana,village,80.23518,6.89055,30.6,107.1,0.8,ground level,3.924,03 Feb,07 Nov
Dunsinane,village,80.69771,7.00313,30.6,225.7,522.7,never,,,
Nanu Oya,town,80.74421,6.94098,30.7,241.8,33.9,<=60 m (20 storeys),,,
Welanhinna,village,80.73916,6.66842,30.7,300.5,495.7,never,,,
Aluthnuwara,village,80.74746,6.6848,30.7,296.7,1085.8,never,,,
Bandarahena,village,80.22663,6.86608,30.8,101.8,82.3,<=100 m (33 storeys),,19 Feb,22 Oct
Pallegama,village,80.55006,7.08317,30.8,190.5,-7.9,ground level,2.807,,
Seelagama,village,80.75761,6.70329,30.9,292.4,1093.3,never,,,
Kalapitiya,village,80.64835,7.04743,31.0,212.0,378.4,never,,,
Endana,village,80.53367,6.53158,31.0,353.0,138.7,<=150 m (50 storeys),,,
Aliwatte,village,80.3061,7.01261,31.0,136.5,49.0,<=60 m (20 storeys),,,
Dehiowita,town,80.26592,6.96656,31.1,124.0,31.8,<=60 m (20 storeys),,,
Kadadora,village,80.6149,7.06612,31.1,204.2,600.3,never,,,
Gawaragiriya,village,80.26644,6.64853,31.3,55.4,157.7,never,,,
Pelempitiya,village,80.4305,7.08393,31.3,165.9,-13.6,ground level,2.397,,
Poonugala,village,80.3642,7.05954,31.4,151.7,491.9,never,,,
Napawala,village,80.21649,6.83697,31.4,95.6,12.1,<=30 m (10 storeys),,07 Mar,06 Oct
Huluddawa,village,80.21959,6.86721,31.6,101.7,69.6,<=100 m (33 storeys),,19 Feb,22 Oct
Kirimetitenna,village,80.72349,6.63198,31.6,308.4,507.9,never,,,
Illuk-Kumbura,village,80.6847,6.59127,31.6,319.7,649.9,never,,,
Belihuloya,village,80.77195,6.7198,31.7,288.2,1285.5,never,,,
Batamandiya,village,80.36493,6.55479,31.8,27.9,99.6,<=100 m (33 storeys),,,
Getahetta,village,80.22814,6.90666,31.9,109.8,67.9,<=100 m (33 storeys),,24 Jan,17 Nov
Maniyamgama,village,80.24072,6.93797,31.9,116.5,131.2,<=150 m (50 storeys),,,
Mawathura,village,80.57368,7.08829,31.9,194.9,146.7,<=150 m (50 storeys),,,
Niyamgamdora,village,80.6642,7.04778,32.0,214.7,289.2,never,,,
Mawela,village,80.71453,6.61474,32.1,312.2,-1.0,ground level,2.692,,
Iriyagolla,village,80.26416,6.97897,32.1,125.8,97.1,<=100 m (33 storeys),,,
Madampe,town,80.59314,6.53394,32.2,341.2,20.7,<=30 m (10 storeys),,,
Delwala,village,80.49671,6.51871,32.2,0.6,315.8,never,,,
Galkanda,village,80.6453,6.55669,32.3,330.0,-8.4,ground level,3.128,,
Thimbiripola,village,80.25128,6.96533,32.4,122.2,98.1,<=100 m (33 storeys),,,
Vikumsihagama,village,80.21886,6.89469,32.4,107.0,-5.1,ground level,3.608,03 Feb,07 Nov
Kalatuwawa East,village,80.21011,6.8626,32.5,100.5,-3.4,ground level,3.341,22 Feb,19 Oct
Uduwella,village,80.50017,7.10357,32.5,180.2,600.7,never,,,
Nonpareil Estate,village,80.79098,6.76132,32.7,279.4,805.4,never,,,
Pitadeniya,village,80.24836,6.96598,32.7,122.0,38.5,<=60 m (20 storeys),,,
Kalawana,town,80.39648,6.53109,32.8,20.3,154.6,never,,,
Parusella,village,80.31391,7.04144,32.8,141.4,297.7,never,,,
Divurumpitiya,village,80.22159,6.91915,33.0,111.6,37.2,<=60 m (20 storeys),,15 Jan,26 Nov
Meepagama,village,80.36535,6.54262,33.0,26.7,38.8,<=60 m (20 storeys),,,
Atulugama,village,80.26331,6.99193,33.0,127.8,99.0,<=100 m (33 storeys),,,
Mawela,village,80.64244,7.07206,33.1,208.6,537.5,never,,,
Yatiyantota,town,80.29503,7.02896,33.2,137.1,129.3,<=150 m (50 storeys),,,
Pambahinna,village,80.78575,6.71971,33.2,287.4,1132.7,never,,,
Pallepitiya South,village,80.54111,7.10691,33.2,188.0,4.3,<=10 m (3 storeys),,,
Malalpola,village,80.33459,7.06171,33.3,146.9,192.8,never,,,
Nikagoda,village,80.36419,6.54045,33.3,26.7,15.7,<=30 m (10 storeys),,,
Galketiya,village,80.37014,6.53792,33.3,25.5,77.2,<=100 m (33 storeys),,,
Doragala,village,80.61338,7.08783,33.3,202.3,98.2,<=100 m (33 storeys),,,
,village,80.23643,6.9561,33.3,119.2,208.6,never,,,
Ulapane,village,80.5639,7.10559,33.5,192.3,37.0,<=60 m (20 storeys),,,
Hiramadagama,village,80.61606,6.52965,33.5,337.4,22.7,<=30 m (10 storeys),,,
Malgolla,village,80.4772,7.11185,33.5,175.8,134.4,<=150 m (50 storeys),,,
Meepilimana,village,80.77837,6.93157,33.7,246.4,189.0,never,,,
Dedugala,village,80.40101,7.09799,33.7,161.2,574.6,never,,,
Pattithalawa,village,80.471,7.11255,33.7,174.7,181.8,never,,,
Udugalakanda,village,80.2262,6.67344,33.7,63.6,116.8,<=150 m (50 storeys),,,
Puranwaththa,village,80.65131,6.54403,33.8,330.2,-6.4,ground level,2.897,,
Madola,village,80.21713,6.93013,33.9,113.2,3.0,<=10 m (3 storeys),,05 Jan,06 Dec
Labukele,village,80.71949,7.02494,34.0,225.6,386.2,never,,,
Ruwan Eliya,village,80.77754,6.94309,34.1,244.3,199.4,never,,,
Palagolla,village,80.70304,7.04134,34.1,221.3,404.7,never,,,
Toppass,village,80.74885,6.99147,34.1,233.9,177.1,never,,,
Kudaoya,village,80.7331,7.01085,34.1,229.2,273.7,never,,,
Thembiliyana,village,80.23208,6.9657,34.2,120.4,3.9,<=10 m (3 storeys),,,
Magammana,village,80.26245,7.01029,34.3,130.3,34.6,<=60 m (20 storeys),,,
Kukulegama,village,80.35413,6.53426,34.4,27.9,14.7,<=30 m (10 storeys),,,
Ihala Talduwa,village,80.22933,6.96375,34.4,119.8,114.2,<=150 m (50 storeys),,,
Urumeewala,village,80.34883,7.08192,34.4,151.1,311.5,never,,,
Weligepola,suburb,80.70435,6.574,34.5,319.0,746.4,never,,,
Kaluandura,village,80.20526,6.91467,34.5,109.7,31.3,<=60 m (20 storeys),,24 Jan,18 Nov
Welangapola,village,80.65209,6.53728,34.5,330.7,-2.9,ground level,2.872,,
Kotahera,village,80.21461,6.938,34.5,114.4,-1.4,ground level,3.438,,
Daamahana,village,80.73591,6.60467,34.6,310.9,0.0,ground level,2.53,,
Yatipiyangala,village,80.58445,7.11058,34.6,195.8,15.7,<=30 m (10 storeys),,,
Kabulumulla,village,80.27426,7.02633,34.6,134.0,84.6,<=100 m (33 storeys),,,
Nuwara Eliya,city,80.76699,6.97397,34.7,238.4,224.5,never,,,
Talduwa,village,80.22184,6.95855,34.8,118.3,219.4,never,,,
Hewainna,village,80.1968,6.89706,34.8,106.2,40.9,<=60 m (20 storeys),,05 Feb,05 Nov
Kotahera,village,80.21532,6.94543,34.8,115.6,-6.6,ground level,3.39,,
Ammaduwa,village,80.66083,6.53838,34.9,329.3,22.7,<=30 m (10 storeys),,,
Kothmale,town,80.68385,7.06512,34.9,215.8,255.6,never,,,
Demuwaththa,village,80.58271,6.50457,34.9,344.8,89.9,<=100 m (33 storeys),,,
Ranwala,village,80.67376,6.54486,35.0,326.6,281.9,never,,,
Ematiyagoda,village,80.63833,6.5242,35.1,334.1,92.6,<=100 m (33 storeys),,,
Ramboda,village,80.70047,7.05554,35.1,219.2,670.1,never,,,
Debegama,village,80.23381,6.98457,35.2,123.5,99.3,<=100 m (33 storeys),,,
Katukithula,village,80.66717,7.08012,35.2,211.8,215.8,never,,,
Karawanella,town,80.26292,7.02393,35.3,132.3,89.4,<=100 m (33 storeys),,,
Kurunduwatte,town,80.52977,7.12723,35.3,185.5,55.8,<=60 m (20 storeys),,,
Tawalantenna,village,80.68602,7.06834,35.3,215.8,147.6,<=150 m (50 storeys),,,
Avissawella,town,80.21286,6.95212,35.4,116.5,-1.9,ground level,3.362,,
Rabeliya,village,80.21251,6.66704,35.4,63.6,58.8,<=60 m (20 storeys),,,
Weragolla South,village,80.20466,6.9364,35.5,113.4,41.6,<=60 m (20 storeys),,03 Jan,08 Dec
Magasthota,village,80.78722,6.95222,35.5,243.6,119.5,<=150 m (50 storeys),,,
Ambewela,village,80.81382,6.87866,35.6,257.6,120.6,<=150 m (50 storeys),,,
Paradeka,village,80.61028,7.11142,35.6,200.2,208.9,never,,,
Deiyanwala,village,80.47155,7.13014,35.6,175.1,638.7,never,,,
Pannila,village,80.54818,6.49125,35.6,351.3,-7.5,ground level,2.479,,
Deltagemunupura,village,80.64375,7.09876,35.7,206.5,320.0,never,,,
Nambapana,village,80.18373,6.73842,35.8,77.4,119.4,<=150 m (50 storeys),,24 Apr,18 Aug
Wewila,village,80.17591,6.81477,35.8,91.0,101.6,<=150 m (50 storeys),,18 Mar,24 Sep
Egodagama,village,80.1944,6.92305,36.0,110.5,114.6,<=150 m (50 storeys),,21 Jan,21 Nov
Hawaeliya,suburb,80.78434,6.97164,36.2,240.3,207.6,never,,,
Kiriwandala South,village,80.19849,6.9419,36.3,113.8,16.3,<=30 m (10 storeys),,,
Ukwatte,village,80.20468,6.95457,36.3,116.3,33.3,<=60 m (20 storeys),,,
Pussellawa,town,80.63377,7.11015,36.4,204.1,342.8,never,,,
Labugama,village,80.17419,6.85842,36.4,98.6,27.2,<=30 m (10 storeys),,27 Feb,14 Oct
Ingiriya,town,80.17668,6.74376,36.4,78.5,127.7,<=150 m (50 storeys),,20 Apr,22 Aug
Werahera,village,80.6469,6.51535,36.4,333.4,6.2,<=10 m (3 storeys),,,
Ethgala,village,80.56867,7.1326,36.5,192.1,28.0,<=30 m (10 storeys),,,
Seetha Eliya,village,80.80429,6.93551,36.5,247.5,273.5,never,,,
Rahala,village,80.49558,7.13987,36.5,179.4,760.3,never,,,
Arama,village,80.47714,7.13964,36.6,176.2,661.9,never,,,
Paahiyangala,village,80.21131,6.64614,36.6,60.5,194.6,never,,,
Molkawa,village,80.23333,6.61106,36.7,53.3,134.3,<=150 m (50 storeys),,,
Wahugapitiya,village,80.62411,7.11691,36.7,202.1,170.8,never,,,
Puwakpitiya,town,80.19416,6.94083,36.7,113.4,34.6,<=60 m (20 storeys),,03 Jan,08 Dec
Amaragedara,village,80.19247,6.68417,36.7,67.8,115.0,<=150 m (50 storeys),,03 Jun,09 Jul
West Haputale,village,80.83094,6.78207,36.8,274.7,635.2,never,,,
Mahawalathenna,village,80.74812,6.58737,36.9,311.8,51.2,<=60 m (20 storeys),,,
Horawala,village,80.46742,7.14187,36.9,174.5,660.1,never,,,
Pattipola,village,80.83054,6.85738,37.0,261.8,315.4,never,,,
Galpaya,village,80.53693,7.14187,37.0,186.5,128.1,<=150 m (50 storeys),,,
Gurugalla,village,80.21752,6.99149,37.1,122.9,72.5,<=100 m (33 storeys),,,
Thummodara,village,80.16796,6.86271,37.1,99.2,118.7,<=150 m (50 storeys),,26 Feb,15 Oct
Puwakpitiya,village,80.188,6.93351,37.1,111.8,119.8,<=150 m (50 storeys),,14 Jan,27 Nov
Boralanda,village,80.79372,6.97092,37.1,241.2,75.9,<=100 m (33 storeys),,,
Ampagala,village,80.2959,7.07621,37.1,142.7,137.3,<=150 m (50 storeys),,,
Punehela,village,80.3111,7.08719,37.1,145.9,138.3,<=150 m (50 storeys),,,
Kumbalgama,village,80.81163,6.68683,37.1,291.5,1197.7,never,,,
Delpitiya,village,80.58848,7.13348,37.2,195.4,54.3,<=60 m (20 storeys),,,
Ganthuna,village,80.40084,7.13155,37.2,163.0,623.6,never,,,
Newshmir,village,80.35928,7.11538,37.2,155.4,425.3,never,,,
Weralugahamula,village,80.6017,6.48939,37.2,342.3,11.4,<=30 m (10 storeys),,,
Jayamalapura,village,80.56921,7.13948,37.3,192.0,43.3,<=60 m (20 storeys),,,
Selawa,village,80.50318,7.14714,37.3,180.7,1045.9,never,,,
Bulathkohupitiya,town,80.33575,7.10495,37.4,151.1,229.6,never,,,
Yak Ella,village,80.32288,7.09803,37.4,148.6,380.6,never,,,
Hakurugammana,village,80.47927,7.14767,37.5,176.6,674.1,never,,,
Atabage,village,80.59787,7.13502,37.6,196.8,183.2,never,,,
Godakawela,town,80.65103,6.50461,37.6,333.6,28.6,<=30 m (10 storeys),,,
Kosgama,village,80.82409,6.70681,37.6,287.6,1323.2,never,,,
Whydon State,village,80.67789,7.09848,37.6,211.7,79.7,<=100 m (33 storeys),,,
Ruwanwella,town,80.25378,7.04586,37.7,134.0,37.5,<=60 m (20 storeys),,,
Aranayaka,suburb,80.46467,7.14899,37.7,174.2,712.0,never,,,
Wegalla,village,80.30435,7.08953,37.7,145.2,114.9,<=150 m (50 storeys),,,
Galketiya,village,80.20392,6.63999,37.7,60.2,102.0,<=150 m (50 storeys),,,
Marangahawela,village,80.83547,6.74733,37.8,280.5,1110.9,never,,,
Masimbula,village,80.6371,6.49618,37.8,336.3,5.4,<=10 m (3 storeys),,,
Randiligama,village,80.48846,7.15193,37.9,178.2,897.7,never,,,
Imbulamula,village,80.76757,6.59488,38.0,308.7,279.5,never,,,
Weddewala,village,80.22306,7.01373,38.0,126.5,57.9,<=60 m (20 storeys),,,
Uggoda,village,80.46333,7.15331,38.2,174.0,698.5,never,,,
Gonaramba,village,80.27369,7.0714,38.2,139.3,10.2,<=30 m (10 storeys),,,
Hakgala,village,80.82626,6.92375,38.3,250.7,519.8,never,,,
Anguruwella,village,80.25987,7.06018,38.3,136.4,147.5,<=150 m (50 storeys),,,
Ohiya,village,80.84657,6.81968,38.4,268.3,449.8,never,,,
Mariyawatte,village,80.56631,7.15055,38.4,191.1,67.9,<=100 m (33 storeys),,,
Galpalama,village,80.80434,6.97722,38.5,241.2,50.4,<=60 m (20 storeys),,,
Pelenda,village,80.25514,6.56184,38.5,44.7,105.4,<=150 m (50 storeys),,,
Tellake,village,80.48088,7.15796,38.6,177.0,723.0,never,,,
Kannattota,village,80.27691,7.07965,38.7,140.6,13.6,<=30 m (10 storeys),,,
Manana,village,80.15651,6.74026,38.7,78.6,25.7,<=30 m (10 storeys),,20 Apr,22 Aug
Mediliya,village,80.49394,7.16052,38.8,179.1,898.3,never,,,
Wagolla,village,80.31461,7.10771,38.8,148.3,135.7,<=150 m (50 storeys),,,
Athura,village,80.18642,6.65104,38.8,63.2,154.6,never,,,
Bogalawaththa,village,80.30365,7.10134,38.9,146.2,4.9,<=10 m (3 storeys),,,
Kalupahana,village,80.84952,6.76604,39.0,277.1,1448.5,never,,,
Rakwana,town,80.61156,6.47501,39.0,341.5,-1.3,ground level,2.419,,
Weddagala,village,80.43107,6.46335,39.0,11.2,398.9,never,,,
Hewanakumbura,village,80.84597,6.87616,39.0,259.1,803.2,never,,,
Dumbuluwawa,village,80.50675,7.16182,39.0,181.2,991.4,never,,,
Angammana,village,80.58387,7.15276,39.1,193.8,12.0,<=30 m (10 storeys),,,
Udagama,village,80.62171,7.14109,39.1,200.2,201.0,never,,,
Boragas,village,80.8415,6.90778,39.3,254.0,472.4,never,,,
Depedene,village,80.55864,6.45887,39.3,350.4,383.4,never,,,
Kannattota,village,80.27166,7.08323,39.4,140.3,8.9,<=10 m (3 storeys),,,
Ambewila,village,80.70891,6.52008,39.5,324.1,447.6,never,,,
Walahagoda,village,80.56968,7.16091,39.6,191.3,37.4,<=60 m (20 storeys),,,
Bulathsinhala,town,80.17802,6.6499,39.7,63.6,171.2,never,,,
Ihala Welgama,village,80.1997,6.6123,39.7,56.7,140.4,<=150 m (50 storeys),,,
Ohiya State,village,80.85797,6.79352,39.7,272.6,581.8,never,,,
Mahara,village,80.57436,7.16171,39.8,192.0,-1.5,ground level,2.293,,
Mahadeniya,village,80.20056,7.01092,39.8,124.1,28.1,<=30 m (10 storeys),,,
Gampola,town,80.57027,7.16365,39.9,191.3,17.3,<=30 m (10 storeys),,,
Pupuressa,village,80.66382,7.13068,39.9,207.1,305.7,never,,,
Ambuwakka,village,80.31379,7.11876,39.9,149.1,34.6,<=60 m (20 storeys),,,
Puspane,village,80.35339,7.13894,39.9,156.2,346.5,never,,,
Duldeniya,village,80.46949,7.16911,39.9,175.3,632.9,never,,,
Egal Oya,suburb,80.16219,6.67945,40.0,69.0,14.1,<=30 m (10 storeys),,26 May,17 Jul
Rajawaka,village,80.79861,6.60595,40.0,304.2,253.5,never,,,
Wadiyathenna,village,80.50869,7.17066,40.0,181.5,916.7,never,,,
Mandaramnuwara,village,80.78285,7.03648,40.1,231.3,1126.2,never,,,
Rathmalkaduwa,village,80.55674,7.16732,40.1,189.1,293.0,never,,,
Hapugaspitiya,village,80.55973,7.16831,40.2,189.6,235.6,never,,,
Kirapane,village,80.46077,7.17082,40.2,173.9,633.7,never,,,
Millagahamula,village,80.61461,7.15436,40.2,198.5,3.0,<=10 m (3 storeys),,,
Hemmathagama,town,80.49986,7.17389,40.3,180.1,848.3,never,,,
Unambuwa,village,80.56336,7.16869,40.3,190.1,99.6,<=100 m (33 storeys),,,
Handagiriya,village,80.78621,6.58486,40.3,308.1,584.7,never,,,
Kotalabedda,village,80.48,7.1735,40.3,177.0,709.8,never,,,
Alawathura,village,80.32795,7.13213,40.4,152.1,388.4,never,,,
Perawella,village,80.8406,6.93993,40.4,249.1,908.3,never,,,
Springwood State,village,80.63106,6.46815,40.4,338.9,11.7,<=30 m (10 storeys),,,
Aruggammana,village,80.30624,7.12035,40.5,148.2,64.6,<=100 m (33 storeys),,,
Pahala Aruggammana,village,80.3177,7.12742,40.5,150.3,-6.6,ground level,2.536,,
Mattamagoda,village,80.2774,7.10106,40.5,142.8,-1.6,ground level,2.883,,
Thundeniya,village,80.60056,7.1616,40.5,196.0,150.2,never,,,
Bope,village,80.13244,6.8324,40.6,93.6,146.4,<=150 m (50 storeys),,12 Mar,01 Oct
Habalakkawa,village,80.48331,7.17805,40.8,177.5,816.1,never,,,
Udugama,village,80.49575,7.17837,40.8,179.5,802.6,never,,,
Debathgama,village,80.42142,7.17235,41.0,167.9,618.4,never,,,
Panwilathenna,village,80.63343,7.15563,41.0,201.2,129.1,<=150 m (50 storeys),,,
Aranayake,town,80.45718,7.17759,41.0,173.5,609.3,never,,,
Wewathenna,village,80.5977,7.16702,41.0,195.4,81.3,<=100 m (33 storeys),,,
Bibilegama,village,80.66018,6.47567,41.0,334.3,-4.2,ground level,2.413,,
Kandapola,village,80.82303,6.99713,41.3,239.9,271.7,never,,,
Bothalapitiya,village,80.57904,7.17501,41.4,192.3,1.1,ground level,2.202,,
Naranwita,village,80.58575,7.1742,41.4,193.3,33.3,<=60 m (20 storeys),,,
Boralugoda,village,80.13114,6.73978,41.4,79.3,15.5,<=30 m (10 storeys),,18 Apr,24 Aug
Legundeniya,village,80.62596,7.1631,41.5,199.7,140.5,<=150 m (50 storeys),,,
Gevilipitiya,village,80.4541,7.18396,41.7,173.1,485.5,never,,,
Kudawa,village,80.42082,6.4404,41.7,12.1,202.6,never,,,
Yatapana,village,80.3162,7.13894,41.7,151.0,9.4,<=10 m (3 storeys),,,
Kotiyakumbura,town,80.28736,7.12394,41.9,146.1,189.7,never,,,
Keppetipola,village,80.86946,6.8949,42.0,257.0,648.3,never,,,
Dodammuluwa,village,80.48469,6.42983,42.0,2.3,432.8,never,,,
Bogahakumbura,town,80.87567,6.86138,42.0,262.1,949.8,never,,,
Pothupitiya,village,80.51141,6.4296,42.0,358.2,344.1,never,,,
Gonagaldeniya,village,80.20869,7.0561,42.1,130.4,23.9,<=30 m (10 storeys),,,
Kahahena,village,80.12843,6.90041,42.2,103.8,10.1,<=30 m (10 storeys),,13 Feb,29 Oct
Vidurupola,village,80.86793,6.90973,42.2,254.8,725.9,never,,,
Salgala,village,80.26128,7.10923,42.3,141.6,-10.6,ground level,2.468,,
Amithirigala,village,80.18602,7.03002,42.4,125.2,93.2,<=100 m (33 storeys),,,
Kalawella,village,80.16051,6.63097,42.4,62.3,15.5,<=30 m (10 storeys),,,
Wangiyakumbura,village,80.88179,6.83798,42.4,265.7,1095.9,never,,,
Alapalawala,village,80.38443,7.17575,42.5,162.6,405.3,never,,,
Haldummulla,town,80.88089,6.76022,42.5,277.4,1212.4,never,,,
Halatuthenna,village,80.88045,6.76061,42.5,277.3,1207.9,never,,,
Kosgama,town,80.13706,6.94063,42.6,110.0,11.1,<=30 m (10 storeys),,23 Jan,19 Nov
Mulgama,village,80.67095,7.15458,42.6,206.4,312.3,never,,,
Poruwadanda,village,80.11958,6.73764,42.7,79.3,-0.9,ground level,2.748,18 Apr,24 Aug
Hinnarandeniya,village,80.58898,7.18551,42.7,193.4,16.5,<=30 m (10 storeys),,,
Mawalgama,village,80.12896,6.91766,42.7,106.3,-3.0,ground level,2.708,05 Feb,05 Nov
Angampitiya,village,80.11503,6.85156,42.7,96.3,1.3,ground level,2.727,05 Mar,08 Oct
Watadeniya,village,80.55188,7.19319,42.8,187.8,385.6,never,,,
Medawela,village,80.86887,6.92633,42.8,252.4,759.9,never,,,
Pallebedda,town,80.70764,6.48188,42.9,327.6,23.1,<=30 m (10 storeys),,,
Kahawala,village,80.11159,6.77538,43.0,85.0,2.1,<=10 m (3 storeys),,02 Apr,09 Sep
Malagala,village,80.10979,6.79191,43.1,87.5,-3.8,ground level,2.693,27 Mar,15 Sep
Morontota,village,80.36233,7.1746,43.1,159.5,484.7,never,,,
Wegiriya,village,80.57446,7.19164,43.1,191.1,9.0,<=10 m (3 storeys),,,
Brandigampala,village,80.12164,6.91,43.2,105.0,34.1,<=60 m (20 storeys),,09 Feb,01 Nov
Kurunegoda,village,80.28981,7.13876,43.2,147.6,158.4,never,,,
Doluwa,village,80.6087,7.18457,43.2,196.3,206.9,never,,,
Weligalla,town,80.59265,7.18971,43.3,193.8,42.8,<=60 m (20 storeys),,,
Polambegoda,village,80.45851,7.19848,43.3,174.0,547.9,never,,,
Thalagahawatta,village,80.65136,6.44852,43.3,337.2,392.1,never,,,
Wagawatta,village,80.11988,6.7087,43.4,75.2,34.8,<=60 m (20 storeys),,30 Apr,12 Aug
Kanampella,village,80.13468,6.95603,43.4,112.0,10.9,<=30 m (10 storeys),,13 Jan,29 Nov
Ilumbakanda,village,80.56652,6.42286,43.4,350.2,637.8,never,,,
Hanwella,village,80.11796,6.90073,43.4,103.5,11.7,<=30 m (10 storeys),,13 Feb,28 Oct
Malwana,village,80.31548,7.15663,43.4,152.1,106.1,<=150 m (50 storeys),,,
Welamboda,village,80.54751,7.19964,43.5,187.0,246.4,never,,,
Molamure,village,80.83834,6.60963,43.5,300.5,185.4,never,,,
Handawalapitiya,village,80.73826,7.12327,43.6,217.3,861.0,never,,,
Gurukele,village,80.63077,7.1811,43.6,199.5,158.3,never,,,
Salawa,suburb,80.12588,6.93858,43.7,109.1,12.5,<=30 m (10 storeys),,26 Jan,15 Nov
Sooriyakanda,town,80.63549,6.43877,43.7,339.9,1.8,<=10 m (3 storeys),,,
Malmaduwa,village,80.27706,7.13593,43.7,145.8,51.0,<=60 m (20 storeys),,,
Arukwatta,village,80.10543,6.84161,43.7,94.7,-0.9,ground level,2.677,09 Mar,04 Oct
Boralande,town,80.89541,6.83027,43.8,267.0,951.7,never,,,
Idalgashinna,village,80.89483,6.7819,43.8,274.0,869.3,never,,,
Baduraliya,town,80.23058,6.51734,43.9,42.7,137.4,<=150 m (50 storeys),,,
Gamhatha,village,80.56333,7.20123,43.9,189.3,123.0,<=150 m (50 storeys),,,
Thanjantenna,village,80.85341,6.63022,43.9,296.9,1065.1,never,,,
Boralugoda,village,80.13099,6.96096,44.0,112.4,41.2,<=60 m (20 storeys),,10 Jan,01 Dec
Weliya,village,80.88934,6.72971,44.0,281.6,1134.6,never,,,
Boralugoda,suburb,80.1198,6.93278,44.1,108.1,-0.7,ground level,2.636,30 Jan,11 Nov
Atala,village,80.2856,7.14588,44.1,147.6,129.4,<=150 m (50 storeys),,,
Dambara,village,80.10266,6.76289,44.2,83.4,50.3,<=60 m (20 storeys),,07 Apr,05 Sep
Soragune,village,80.89368,6.74531,44.2,279.3,1432.1,never,,,
Hewaheta,village,80.76303,7.11128,44.3,221.1,942.7,never,,,
Pindeniya,village,80.29434,7.15413,44.3,149.3,208.8,never,,,
Brookside,village,80.84302,7.01732,44.4,238.8,571.2,never,,,
Polegoda,village,80.16382,6.58948,44.4,56.8,174.6,never,,,
Palle Delthota,village,80.65463,7.1798,44.4,202.7,282.2,never,,,
Buluthota,village,80.64897,6.43591,44.5,338.2,400.5,never,,,
Waharaka,village,80.19832,7.07639,44.5,131.6,86.1,<=100 m (33 storeys),,,
Kotakedeniya,village,80.58915,7.20215,44.5,192.9,51.8,<=60 m (20 storeys),,,
Gorokgoda,village,80.09677,6.77863,44.6,85.7,-4.9,ground level,2.583,01 Apr,11 Sep
Mahakudugala,village,80.83282,7.03714,44.6,235.7,818.1,never,,,
Pitumpe,village,80.09827,6.85541,44.6,96.6,-1.7,ground level,2.599,04 Mar,09 Oct
Govinna,village,80.11829,6.67521,44.7,70.6,0.2,ground level,2.616,17 May,25 Jul
Karagasthenna,village,80.90207,6.85118,44.7,264.1,957.2,never,,,
Suduwella,village,80.11022,6.92396,44.8,106.5,-1.1,ground level,2.6,04 Feb,06 Nov
Mathurata,village,80.80152,7.07991,44.8,228.2,1131.8,never,,,
Bambaragaha-Ela,village,80.53391,7.21297,44.8,184.9,57.3,<=60 m (20 storeys),,,
Pitawalawatta,village,80.59864,7.20222,44.8,194.2,20.6,<=30 m (10 storeys),,,
Talawatura,village,80.58109,7.20719,44.9,191.6,25.0,<=30 m (10 storeys),,,
Muruthagahamula,village,80.58697,7.20628,44.9,192.5,142.3,<=150 m (50 storeys),,,
Ranhawadigama,village,80.8806,6.95067,44.9,249.7,1075.9,never,,,
Daskara,village,80.57773,7.2089,45.0,191.1,16.8,<=30 m (10 storeys),,,
Kalugala,village,80.65717,6.43404,45.0,337.2,425.0,never,,,
Ambanwala,village,80.54768,7.21431,45.1,186.8,149.9,<=150 m (50 storeys),,,
Ambagasdowa,village,80.89098,6.92329,45.1,253.8,709.3,never,,,
Nedungamuwa,village,80.90191,6.87658,45.1,260.5,954.6,never,,,
Padukka,town,80.09165,6.84154,45.2,94.6,0.7,ground level,2.568,09 Mar,03 Oct
Gurugoda,village,80.09944,6.72644,45.2,78.3,-1.6,ground level,2.576,21 Apr,21 Aug
Ussapitiya,village,80.45444,7.21615,45.2,173.7,538.3,never,,,
Guruthalawa,village,80.90783,6.83672,45.2,266.2,1082.8,never,,,
Helaudakanda,village,80.67756,6.4418,45.2,334.2,332.2,never,,,
Nillambe,village,80.6361,7.19429,45.2,199.6,111.9,<=150 m (50 storeys),,,
Uva Paranagama,village,80.8891,6.93692,45.3,251.9,833.8,never,,,
Kalugamuwa,village,80.61026,7.20342,45.3,195.7,116.6,<=150 m (50 storeys),,,
,village,80.4745,7.21803,45.3,176.5,441.5,never,,,
Meepe,town,80.09136,6.85866,45.4,96.9,73.3,<=100 m (33 storeys),,03 Mar,10 Oct
Ragala,town,80.85731,7.01182,45.4,240.5,577.4,never,,,
Siyambalagoda,village,80.56657,7.21447,45.4,189.4,99.7,<=100 m (33 storeys),,,
Padiyapelella,town,80.79903,7.09115,45.5,226.8,1381.3,never,,,
Polgahakumbura,village,80.20758,7.1,45.5,134.9,127.6,<=150 m (50 storeys),,,
